"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0047061";"государственная";"КЛИНИЧЕСКАЯ БОЛЬНИЦА СВЯТИТЕЛЯ ЛУКИ";"";"";"194044, Россия, г. Санкт-Петербург, ул. Чугунная, 46";"";"(812) 540-68-30";"(812) 540-12-38";"infis@m18.pmnet.spb.ru";"";"";"";"194044";"";"многопрофильное медицинское обслуживание; ";""
"0021414";"государственная";"КЛИНИЧЕСКАЯ БОЛЬНИЦА им. ПЕТРА ВЕЛИКОГО";"РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ им. МЕЧНИКОВА";"";"195067, Россия, г. Санкт-Петербург, пр. Пискаревский, 47";"Лабария Элгуджа Лаврентьевич";"(812) 543-93-29, 543-94-46, 543-03-61, 543-93-95";"(812) 740-15-24, 543-14-72";"";"";"1963";"1230";"195067";"";"многопрофильное медицинское обслуживание; ";""
"0000877";"государственная";"КЛИНИЧЕСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №46 СВЯТОЙ ЕВГЕНИИ";"";"";"191144, Россия, г. Санкт-Петербург, ул. Старорусская, 3";"Семенова Ольга Николаевна";"(812) 271-09-90, 271-39-37, 274-12-38";"(812) 274-12-38";"b46@zdrav.spb.ru";"";"1895";"260";"191144";"";"многопрофильное медицинское обслуживание; ";""
"0023243";"муниципальная";"КЛИНИЧЕСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА им. С.П.БОТКИНА";"";"";"191167, Россия, г. Санкт-Петербург, ул. Миргородская, 3, лит. А";"Яковлев Алексей Авинирович";"(812) 717-28-48";"(812) 717-44-24";"b30@zdrav.spb.ru; hosp30@mail.rcom.ru";"";"1871";"50";"191167";"";"лечение инфекционных заболеваний; ";""
"0000890";"государственная";"КЛИНИЧЕСКАЯ РЕВМАТОЛОГИЧЕСКАЯ БОЛЬНИЦА №25";"";"";"190068, Россия, г. Санкт-Петербург, ул. Большая Подъяческая, 30";"Шемеровская Татьяна Германовна";"(812) 310-28-14, 310-58-35, 310-71-31, 310-93-66";"(812) 310-44-52";"b25@zdrav.spb.ru";"";"1841";"260";"190068";"";"лечение заболеваний опорно-двигательного аппарата; ";""
"0001608";"акционерная";"КЛИНИЧЕСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ РЕСПИРАТОРНЫЙ ЦЕНТР";"";"";"194291, Россия, г. Санкт-Петербург, просп. Культуры, 4";"Червинская Алина Вячеславовна";"(812) 934-64-98, 559-98-93";"(812) 559-98-93";"";"";"1993";"";"194291";"";"исследования и разработки новых методов лечения; лечение заболеваний органов дыхания; ";""
"0001183";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №1";"";"";"199406, Россия, г. Санкт-Петербург, ул. Наличная, 19";"";"(812) 492-35-40";"(812) 430-66-33";"kvd1@zdrav.spb.ru";"www.spbkvd1.ru";"1970";"";"199406";"";"лечение кожно-венерических заболеваний; ";""
"0021415";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №10";"";"";"194021, Россия, г. Санкт-Петербург, просп. Пархоменко, 29";"";"(812) 550-21-60";"(812) 550-21-60";"kvd10@zdrav.spb.ru";"";"1970";"";"194021";"";"лечение кожно-венерических заболеваний; ";""
"0001197";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №11";"";"";"191187, Россия, г. Санкт-Петербург, ул. Чайковского, 1";"Ларин Николай Николаевич";"(812) 273-54-61, 273-62-07, 275-17-84, 775-17-66, 272-56-49";"(812) 273-62-07, 275-17-84";"kvd11@zdrav.spb.ru";"";"1995";"";"191187";"";"лечение кожно-венерических заболеваний; ";""
"0001184";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №2";"";"";"196084, Россия, г. Санкт-Петербург, Московский просп., 95/3";"";"(812) 387-42-93";"(812) 387-42-93";"kvd2@zdrav.spb.ru";"";"1960";"";"196084";"";"лечение кожно-венерических заболеваний; ";""
"0001185";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №3";"";"";"190020, Россия, г. Санкт-Петербург, Рижский просп., 43";"";"(812) 251-01-30";"(812) 251-01-30";"kvd3@zdrav.spb.ru";"";"1837";"";"190020";"";"лечение кожно-венерических заболеваний; ";""
"0001186";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №4";"";"";"197374, Россия, г. Санкт-Петербург, ул. Савушкина, 104, лит. А";"";"(812) 430-38-21";"(812) 430-38-21";"kvd4@peterlink.ru";"";"1923";"";"197374";"";"лечение кожно-венерических заболеваний; ";""
"0001187";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №5";"";"";"197136, Россия, г. Санкт-Петербург, ул. Лахтинская, 32";"";"(812) 230-49-24";"(812) 237-09-27";"kvd5@zdrav.spb.ru";"";"1946";"";"197136";"";"лечение кожно-венерических заболеваний; ";""
"0001188";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №6";"";"";"198264, Россия, г. Санкт-Петербург, ул. Летчика Пилютова, 41";"Соколовская Анна Владимировна";"(812) 744-97-49";"(812) 738-70-23";"kvd6@zdrav.spb.ru";"";"1979";"";"198264";"";"лечение кожно-венерических заболеваний; ";""
"0001189";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №7";"";"";"198260, Россия, г. Санкт-Петербург, ул. Стойкости, 23";"";"(812) 755-33-15";"(812) 755-33-15";"kvd7@zdrav.spb.ru";"";"1940";"";"198260";"";"лечение кожно-венерических заболеваний; ";""
"0001190";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №8";"";"";"195112, Россия, г. Санкт-Петербург, Новочеркасский просп., 29/10";"";"(812) 528-63-48";"(812) 528-63-48";"kvd8@zdrav.spb.ru";"www.guzkvd8.narod.ru";"1923";"";"195112";"";"лечение кожно-венерических заболеваний; ";""
"0001191";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №9";"";"";"195256, Россия, г. Санкт-Петербург, ул. С.Ковалевской, 10, корп. 1";"";"(812) 535-78-73";"(812) 535-78-73";"kvd9@zdrav.spb.ru";"www.kvd-9.spb.ru";"1991";"";"195256";"";"лечение кожно-венерических заболеваний; ";""
"0046977";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР НЕВСКОГО РАЙОНА";"";"";"192148, Россия, г. Санкт-Петербург, Железнодорожный просп., 28";"";"(812) 560-77-03";"(812) 560-77-03";"kvd12@zdrav.spb.ru";"";"";"";"192148";"";"лечение кожно-венерических заболеваний; ";""
"0001193";"государственная";"КОЖНО-ВЕНЕРОЛОГИЧЕСКОЕ ОТДЕЛЕНИЕ №2";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №11";"";"193130, Россия, г. Санкт-Петербург, ул. Моисеенко, 26";"Афонина Ирина Евгеньевна";"(812) 274-04-91, 274-04-82, 274-04-79, 272-56-49";"(812) 274-04-91";"";"";"1995";"";"193130";"";"лечение кожно-венерических заболеваний; диагностика и лечение; ";""
"0003768";"государственная";"КОЛПИНСКАЯ ВЕТСТАНЦИЯ";"";"";"189630, Россия, г. Санкт-Петербург, Колпино, ул. Колпинская, 6";"Прокофьева Наталья Ивановна";"(812) 461-57-64";"(812) 461-57-64";"";"";"1950";"";"189630";"";"лечение и профилактическая помощь животным; ";""
"0021519";"государственная";"""КОЛЧАНОВО"" ДЕТСКИЙ ПУЛЬМОНОЛОГИЧЕСКИЙ САНАТОРИЙ";"";"";"187439, Россия, Ленинградская обл., Волховский р-н, с. Колчаново, ул. Центральная, 45";"Ершов Александр Николаевич";"(81363) 3-81-61";"";"dps-kolchanovo@mail.ru";"";"";"";"187439";"";"санаторное лечение заболеваний органов дыхания; ";""
"0001638";"государственная";"""КОМАРОВО"" ДЕТСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ САНАТОРИЙ";"";"";"197733, Россия, г. Санкт-Петербург, п. Комарово, ул. Социалистическая, 2";"Головко Татьяна Андреевна";"(812) 433-75-03, 433-75-85, 433-78-89, 433-77-29";"(812) 433-75-85, 433-72-01";"komarovo@nwgsm.ru";"";"1960";"230";"197733";"";"санаторное лечение психоневрологических заболеваний; ";""
"0003614";"муниципальная";"КОМИТЕТ по ЗДРАВООХРАНЕНИЮ";"АДМИНИСТРАЦИЯ г. САНКТ-ПЕТЕРБУРГА";"";"191023, Россия, г. Санкт-Петербург, ул. Малая Садовая, 1";"Щербук Юрий Александрович";"(812) 314-18-14, 595-89-79, 595-89-00, 571-08-74";"(812) 314-18-14";"bvv@kz.zdrav.spb.ru";"";"1932";"";"191023";"";"медицинское обслуживание; ";"административно-управленческая деятельность; "
"0000998";"государственная";"КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКАЯ ПОЛИКЛИНИКА №1 ПРИМОРСКОГО РАЙОНА";"";"";"197183, Россия, г. Санкт-Петербург, Приморский просп., 3";"Корсакова Тамара Александровна";"(812) 492-35-40, 492-19-88";"(812) 430-66-33";"";"";"1993";"";"197183";"";"комплексное диагностическое обследование; лечение онкологических заболеваний; ";""
"0001367";"государственная";"КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКАЯ ПОЛИКЛИНИКА";"САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ им. И.И.МЕЧНИКОВА";"";"193091, Россия, г. Санкт-Петербург, Октябрьская наб., 6";"Фельдман Александр Павлович";"(812) 445-08-37, 444-26-00, 445-04-97, 444-94-80";"(812) 445-04-97";"kdpmed@mail.ru";"";"1993";"";"193091";"";"комплексное диагностическое обследование; хирургия; лечение стоматологических заболеваний; лазерная терапия; ";""
"0047046";"государственная";"КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР №85";"";"";"198260, Россия, г. Санкт-Петербург, просп. Ветеранов, 89, корп. 3, лит. А";"";"(812) 252-20-42, 750-68-22, 750-72-25";"(812) 750-72-25";"dc85@zdrav.spb.ru";"mrtkdc-85.ru";"";"";"198260";"";"рентгенодиагностика; компьютерная и магнитно-резонансная томография; ";""
"0000971";"государственная";"КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР для ДЕТЕЙ";"";"";"192289, Россия, г. Санкт-Петербург, ул. О.Дундича, 36, корп. 2";"Ивашикина Татьяна Михайловна";"(812) 708-29-36, 708-29-37, 778-72-40";"(812) 708-29-43, 778-72-40";"gdkcd@zdrav.spb.ru; 7082943@mail.ru";"www.kdcd.spb.ru";"1990";"";"192289";"";"комплексное диагностическое обследование; лечение педиатрических заболеваний; реабилитационное лечение; ";""
"0001610";"государственная";"КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР";"САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ ПЕДИАТРИЧЕСКАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ";"";"194100, Россия, г. Санкт-Петербург, ул. А.Матросова, 22";"Гайдук Александр Александрович";"(812) 295-00-27, 295-41-75, 295-10-51, 295-18-64";"(812) 295-00-27";"";"";"1989";"";"194100";"";"комплексное диагностическое обследование; лечение гинекологических заболеваний; лечение педиатрических заболеваний; ";""
"0004427";"государственная";"КОНСУЛЬТАТИВНЫЙ ЦЕНТР для НОВОРОЖДЕННЫХ";"ДЕТСКАЯ БОЛЬНИЦА №17";"";"190121, Россия, г. Санкт-Петербург, ул. Декабристов, 40-42";"Левиз Владимир Валентинович";"(812) 714-12-03";"(812) 714-08-37";"";"";"1993";"";"190121";"";"медицинское обслуживание новорожденных; ";""
"0004379";"государственная";"""КОНТАКОР"" СЕВЕРО-ЗАПАДНЫЙ ЦЕНТР КОНТАКТНОЙ КОРРЕКЦИИ ЗРЕНИЯ";"";"";"191028, Россия, г. Санкт-Петербург, Литейный просп., 25";"Прозоровская Елена Михайловна";"(812) 272-05-03, 275-81-43";"(812) 272-05-03";"info@kontakor.ru";"www.kontakor.ru";"1965";"";"191028";"";"контактная коррекция зрения; подбор контактных линз; ";""
"0001181";"государственная";"КОСМЕТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"";"";"191186, Россия, г. Санкт-Петербург, ул. Гороховая, 6";"Оторова Татьяна Ивановна";"(812) 315-49-75, 312-58-15";"(812) 315-49-75";"";"";"1961";"";"191186";"";"диагностика и лечение; ";""
"0024700";"информация не предоставлена";"""КОСТЕР"" САНАТОРИЙ";"";"";"188961, Россия, Ленинградская обл., Выборгский р-н, п. Рощино, ул. Социалистическая, 130";"";"(81378) 6-49-47";"";"";"";"";"";"188961";"";"санаторно-курортное обслуживание; лечебно-оздоровительные мероприятия; ";""
"0003769";"государственная";"КРАСНОСЕЛЬСКАЯ РАЙОННАЯ ВЕТЕРИНАРНАЯ СТАНЦИЯ";"";"";"198320, Россия, г. Санкт-Петербург, Красное Село, ул. Лермонтова, 22, корп. 1";"Малахов Илья Васильевич";"(812) 741-18-10";"(812) 741-18-10";"";"";"1918";"";"198320";"";"ветеринарно-профилактические мероприятия; ";""
"0015751";"государственная";"""КРАСНЫЙ ВАЛ"" ФТИЗИООФТАЛЬМОЛОГИЧЕСКИЙ САНАТОРИЙ";"";"";"188278, Россия, Ленинградская обл., Лужский р-н, м. Санаторий ""Красный Вал""";"Симчук Михаил Николаевич";"(81372) 5-21-73";"(81372) 5-81-65";"krval@lens.spb.ru";"";"";"";"188278";"";"санаторное лечение офтальмологических заболеваний; ";""
"0021388";"частная";"""КРЕДОМЕД"" КЛИНИКА";"ООО ""КРИСТАЛЛ""";"";"194291, Россия, г. Санкт-Петербург, пр. Луначарского, 72, корп. 1, офис 31";"Беляева Светлана Викторовна";"(812) 597-71-63";"(812) 597-71-63";"kredomed@mail.ru";"";"1999";"10";"194291";"";"лечение наркологических заболеваний; ";""
"0027159";"информация не предоставлена";"КУЗНЕЧЕВСКАЯ ПОСЕЛКОВАЯ БОЛЬНИЦА";"";"";"188751, Россия, Ленинградская обл., Приозерский р-н, п. Кузнечное, ул. Гагарина, 1-а";"";"(81379) 9-30-31, 9-30-90";"";"";"";"";"";"188751";"";"многопрофильное медицинское обслуживание; ";""
"0027369";"информация не предоставлена";"КУЗЬМОЛОВСКАЯ ПОЛИКЛИНИКА";"";"";"188663, Россия, Ленинградская обл., Всеволожский р-н, п. Кузьмоловский, ул. Победы, 7";"";"(81370) 9-12-66";"";"";"";"";"";"188663";"";"многопрофильное медицинское обслуживание; ";""
"0003777";"государственная";"КУРОРТНАЯ РАЙОННАЯ ВЕТЕРИНАРНАЯ СТАНЦИЯ";"";"";"197706, Россия, г. Санкт-Петербург, Сестрорецк, Транспортный пер., 4";"Кропачева Магдалина Ивановна";"(812) 434-67-23";"(812) 434-67-23";"";"";"1962";"";"197706";"";"ветеринарно-профилактические мероприятия; ";""
"0029889";"государственная";"ЛАБОРАТОРИЯ ФИЗИОЛОГИИ и ПАТОФИЗИОЛОГИИ ПЛОДА";"ИНСТИТУТ ""НИИАГ им. Д.О.ОТТА""";"";"199034, Россия, г. Санкт-Петербург, ул. Менделеевская, 3";"Павлова Наталья Григорьевна";"(812) 328-98-64";"(812) 328-98-64";"pathophysiol@es10906.spb.edu";"www.ott.ru";"1797";"";"199034";"";"УЗИ-диагностика: в акушерстве, гинекологии и перинатологии; исследования и разработки новых методов лечения; ";""
"0001639";"государственная";"""ЛАСТОЧКА"" ДЕТСКИЙ САНАТОРИЙ";"";"";"197720, Россия, г. Санкт-Петербург, Зеленогорск, ул. 2-я Пляжевая, 7/9";"Соловьева Анна Георгиевна";"(812) 433-35-33, 433-34-30, 433-36-61, 433-39-69";"(812) 433-35-33";"";"";"1951";"100";"197720";"";"санаторное лечение гастроэнтерологических заболеваний; ";""
"0021370";"частная";"""ЛЕВ"" ВЕТЕРИНАРНАЯ КЛИНИКА ДОКТОРА ЕФИМОВА А.Н. (ООО)";"";"";"192102, Россия, г. Санкт-Петербург, Волковский просп., 24-а";"Смекалова Светлана Николаевна";"(812) 766-70-11, 766-72-85, 766-22-08";"(812) 766-22-08";"";"";"1994";"";"192102";"";"ветеринарные услуги; ";""
"0019047";"субъектов федерации";"ЛЕНИНГРАДСКАЯ ВЕТЕРИНАРНАЯ ЛАБОРАТОРИЯ";"";"";"196158, Россия, г. Санкт-Петербург, Московское шоссе, 15";"Бровкина Нина Владимировна";"(812) 371-73-54, 373-51-43";"(812) 371-73-54";"general@vetlab.spb.ru";"www.vetlab.spb.ru";"1899";"";"196158";"";"услуги учреждений ветеринарной службы; ";""
"0003665";"государственная";"ЛЕНИНГРАДСКАЯ ОБЛАСТНАЯ ГОСУДАРСТВЕННАЯ СЛУЖБА ВЕТЕРИНАРНОГО НАДЗОРА";"КОМИТЕТ по АПК и РЫБОХОЗЯЙСТВЕННОМУ КОМПЛЕКСУ";"";"191311, Россия, г. Санкт-Петербург, ул. Смольного, 3";"Фогель Леонид Сергеевич";"(812) 271-37-53, 776-20-27, 272-14-91, 579-60-82";"(812) 579-60-82, 579-60-23";"veter47@narod.ru";"";"1924";"";"191311";"";"ветеринарно-профилактические мероприятия; ветеринарный надзор; ";""
"0045721";"государственная";"ЛЕНИНГРАДСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА";"";"";"195009, Россия, г. Санкт-Петербург, ул. Комсомола, 6";"Паршин Евгений Владимирович";"(812) 542-01-91";"(812) 541-84-58";"chil-hosp@region.sp.ru";"";"";"";"195009";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0001662";"государственная";"ЛЕНИНГРАДСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА";"";"";"194291, Россия, г. Санкт-Петербург, просп. Луначарского, 45-49";"Тришин Валерий Михайлович";"(812) 558-55-55, 513-24-86, 594-09-72";"(812) 592-24-64";"admin@oblmed.spb.ru";"www.oblmed.spb.ru";"1938";"1030";"194291";"";"многопрофильное медицинское обслуживание; ";""
"0045711";"государственная";"ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ КАРДИОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"";"195197, Россия, г. Санкт-Петербург, Полюстровский просп., 12";"Пак Геннадий Декабристович";"(812) 225-58-70";"(812) 225-48-63";"nat_berejezkay@mail.ru";"";"";"";"195197";"";"лечение сердечно-сосудистых заболеваний; ";""
"0004717";"муниципальная";"ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"";"190020, Россия, г. Санкт-Петербург, Рижский просп., 43";"Никифоров Борис Николаевич";"(812) 251-14-17, 251-08-82";"(812) 251-02-84";"";"";"1952";"";"190020";"";"медицинское обслуживание; ";""
"0045715";"государственная";"ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"";"188661, Россия, Ленинградская обл., Всеволожский р-н, д. Новое Девяткино, 19, корп. 1";"Славина Татьяна Юрьевна";"(812) 296-99-03";"(812) 296-99-03, 296-99-09";"guzlond@mail.ru";"";"";"";"188661";"";"лечение наркологических заболеваний; ";""
"0004730";"муниципальная";"ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"";"191104, Россия, г. Санкт-Петербург, Литейный просп., 37/39";"Роман Ласло Дюлович";"(812) 273-67-43, 272-30-57, 273-74-42, 273-00-72";"(812) 272-28-05";"";"";"1960";"";"191104";"";"лечение онкологических заболеваний; ";""
"0045717";"государственная";"ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР";"";"";"192029, Россия, г. Санкт-Петербург, пер. Ногина, 5";"Корнеев Юрий Валентинович";"(812) 412-01-27";"(812) 412-00-04";"tublo@yahoo.com";"loptd.ru";"";"";"192029";"";"лечение туберкулеза; ";""
"0045724";"государственная";"ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"";"191040, Россия, г. Санкт-Петербург, Лиговский просп., 44";"Лупинов Игорь Владимирович";"(812) 575-79-97";"(812) 575-79-97";"lopnd@mail.ru";"";"";"";"191040";"";"лечение психоневрологических заболеваний; ";""
"0001619";"государственная";"ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ ЦЕНТР ПЛАНИРОВАНИЯ СЕМЬИ и РЕПРОДУКЦИИ";"";"";"194291, Россия, г. Санкт-Петербург, просп. Луначарского, 45";"Байбородова Светлана Юрьевна";"(812) 559-50-86, 592-27-00, 558-67-81";"(812) 559-50-86";"";"";"1984";"";"194291";"";"лечение мужского и женского бесплодия; лечение гинекологических заболеваний; ";""
"0045713";"государственная";"ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ ЦЕНТР СПЕЦИАЛИЗИРОВАННЫХ ВИДОВ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"190020, Россия, г. Санкт-Петербург, Рижский просп., 43";"Егорова Юлия Сергеевна";"(812) 251-08-82";"(812) 251-02-84";"lokvd@mail.ru";"";"";"";"190020";"";"многопрофильное медицинское обслуживание; ";""
"0045712";"государственная";"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ БЮРО СУДЕБНО-МЕДИЦИНСКОЙ ЭКСПЕРТИЗЫ";"";"";"198095, Россия, г. Санкт-Петербург, ул. Шкапина, 36-40";"Лебедев Василий Николаевич";"(812) 251-00-00";"(812) 252-49-33";"expertfm@mail.ru";"";"";"";"198095";"";"судебно-медицинская экспертиза; ";""
"0001319";"акционерная";"ЛЕЧЕБНО-ОЗДОРОВИТЕЛЬНЫЙ ЦЕНТР";"ПРЯДИЛЬНО-НИТОЧНЫЙ КОМБИНАТ им. КИРОВА (ОАО)";"";"191124, Россия, г. Санкт-Петербург, ул. Красных текстильщиков, 10-12, лит. А";"Пашутина Ольга Сергеевна";"(812) 271-29-50, 271-88-54, 271-29-38";"(812) 271-29-38";"";"";"1946";"";"191124";"";"многопрофильное медицинское обслуживание; лечение стоматологических заболеваний; ";""
"0004392";"частная";"""ЛИНКОН"" ООО";"";"";"191104, Россия, г. Санкт-Петербург, Литейный просп., 39";"Левицкая Белла Борисовна";"(812) 275-45-24, 321-83-88";"(812) 328-41-90";"linkon@inbox.ru";"";"1989";"";"191104";"";"подбор контактных линз; ";""
"0004403";"частная";"""ЛИНКОН"" ООО";"";"";"199048, Россия, г. Санкт-Петербург, Васильевский о-в, 14-я линия, 97";"Левицкая Белла Борисовна";"(812) 328-41-90, 321-83-88";"(812) 328-41-90";"linkon@inbox.ru";"";"1991";"";"199048";"";"подбор контактных линз; подбор очков; контактная коррекция зрения; ";""
"0001613";"частная";"""ЛИНКОРКОНТАКТ"" ФИРМА (ООО)";"";"";"190000, Россия, г. Санкт-Петербург, ул. Галерная, 46";"Ермаков Дмитрий Сергеевич";"(812) 312-10-92";"(812) 312-10-92";"";"";"1991";"";"190000";"";"контактная коррекция зрения; ";""
"0027161";"государственная";"ЛОДЕЙНОПОЛЬСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА";"";"";"187700, Россия, Ленинградская обл., г. Лодейное Поле, ул. Гагарина, 1";"Баранов Сергей Анатольевич";"(81364) 7-53-55";"(81364) 7-43-05";"priemnaja.lodcrb@mail.ru";"";"";"";"187700";"";"многопрофильное медицинское обслуживание; ";""
"0027922";"государственная";"ЛОМОНОСОВСКАЯ ГОСУДАРСТВЕННАЯ ВЕТЕРИНАРНАЯ ИНСПЕКЦИЯ";"";"";"188502, Россия, г. Санкт-Петербург, Ломоносов, Ветеринарный пер., 13";"Боршников Сергей Александрович";"(812) 423-09-59";"(812) 423-09-59";"wetstation2911@yandex.ru";"";"1920";"";"188502";"";"ветеринарно-профилактические мероприятия; ветеринарный надзор; ";""
"0045718";"государственная";"ЛОМОНОСОВСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА им. И.Н.ЮДЧЕНКО";"";"";"198412, Россия, г. Санкт-Петербург, Ломоносов, ул. Еленинская, 13";"Павлов Юрий Викторович";"(812) 423-06-50";"(812) 423-07-56";"secr@crb.lmn.su";"";"";"";"198412";"";"многопрофильное медицинское обслуживание; ";""
"0003421";"федеральная";"ЛОР-ОТДЕЛЕНИЕ";"САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ ПЕДИАТРИЧЕСКАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ";"";"194100, Россия, г. Санкт-Петербург, ул. Литовская, 2";"Муратов Михаил Владимирович";"(812) 542-50-87";"(812) 542-80-14";"spb@gpma.ru";"www.gpma.ru";"1936";"30";"194100";"";"диагностика и лечение; комплексное диагностическое обследование; лечение отоларингологических заболеваний; ";""
"0004871";"частная";"""ЛОТ"" СТОМАТОЛОГИЧЕСКИЙ КАБИНЕТ (ООО)";"";"";"194156, Россия, г. Санкт-Петербург, ул. Сердобольская, 1";"Клионская Светлана Романовна";"(812) 496-15-52";"(812) 496-15-52";"";"";"1992";"";"194156";"";"лечение стоматологических заболеваний; ";""
"0027370";"муниципальная";"ЛУЖСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА";"";"";"188260, Россия, Ленинградская обл., г. Луга, ул. Т.Петровой, 22";"";"(81372) 2-23-04";"";"";"";"";"";"188260";"";"многопрофильное медицинское обслуживание; ";""
"0027924";"государственная";"ЛУЖСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА";"";"";"188230, Россия, Ленинградская обл., г. Луга, Ленинградское шоссе, 7";"Чуприна Николай Степанович";"(81372) 2-18-25";"(81372) 2-27-73";"lcrb@bk.ru";"";"";"";"188230";"";"многопрофильное медицинское обслуживание; ";""
"0045693";"государственная";"ЛУЖСКИЙ СПЕЦИАЛИЗИРОВАННЫЙ ДОМ РЕБЕНКА для ДЕТЕЙ с ОРГАНИЧЕСКИМ ПОРАЖЕНИЕМ ЦЕНТРАЛЬНОЙ НЕРВНОЙ СИСТЕМЫ с НАРУШЕНИЕМ ПСИХИКИ";"";"";"188230, Россия, Ленинградская обл., г. Луга, ул. Петровой, 13";"Спиркова Марина Юрьевна";"(81372) 2-20-56";"(81372) 2-20-56";"dom_rebenka@lens.spb.ru";"";"";"";"188230";"";"лечение психоневрологических заболеваний у детей; медицинское обслуживание новорожденных; ";""
"0027371";"информация не предоставлена";"ЛЮБАНСКАЯ ПОЛИКЛИНИКА";"";"";"187050, Россия, Ленинградская обл., Тосненский р-н, г. Любань, ул. Больничная, 10";"";"(81361) 7-11-65, 7-17-42";"";"";"";"";"";"187050";"";"многопрофильное медицинское обслуживание; ";""
"0047059";"частная";"""МАЖОР"" ООО";"";"";"193312, Россия, г. Санкт-Петербург, ул. Чудновского, 10, лит. А, офис 9Н";"";"(812) 448-15-27";"(812) 448-15-27";"orbita-clinica@rambler.ru";"";"";"";"193312";"";"лечение стоматологических заболеваний; ";""
