"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0046971";"государственная";"ОКРУЖНОЙ ВОЕННЫЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ №442";"ЛЕНИНГРАДСКИЙ ВОЕННЫЙ ОКРУГ";"";"191015, Россия, г. Санкт-Петербург, Суворовский просп., 63";"";"(812) 271-99-55, 271-87-00";"(812) 271-87-00";"";"";"";"";"191015";"";"многопрофильное медицинское обслуживание; ";""
"0046965";"частная";"""ОКСИСМАЙЛ"" ООО";"";"";"196608, Россия, г. Санкт-Петербург, Пушкин, ул. Железнодорожная, 24, лит. А, офис 1Н";"";"(921) 930-38-65; (812) 466-54-74";"(812) 466-54-74";"raed5916@yndex.ru";"";"";"";"196608";"";"лечение стоматологических заболеваний; ";""
"0005109";"федеральная";"ОКТЯБРЬСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ УПРАВЛЕНИЯ ГОССАНЭПИДНАДЗОРА";"";"";"198095, Россия, г. Санкт-Петербург, Митрофаньевское шоссе, 7";"Артемьева Наталья Николаевна";"(812) 457-25-63, 457-28-67";"(812) 457-25-63";"nadzor@yandex.ru";"";"2005";"";"198095";"";"санитарный надзор; ";""
"0001559";"федеральная";"ОКТЯБРЬСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ЦЕНТРА ГИГИЕНЫ и ЭПИДЕМИОЛОГИИ по ЖЕЛЕЗНОДОРОЖНОМУ ТРАНСПОРТУ";"";"";"198095, Россия, г. Санкт-Петербург, Митрофаньевское шоссе, 7";"Обухова Марина Владимировна";"(812) 457-22-50, 457-33-97";"(812) 457-21-63";"odcgsn@baltlink.ru";"";"1943";"";"198095";"";"санитарный надзор; ";""
"0008597";"муниципальная";"ОКУЛОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"174351, Россия, Новгородская обл., г. Окуловка, ул. Калинина, 129";"";"(81657) 2-42-40, 2-29-82";"(81657) 2-42-40";"ocrb257@mail.ru";"";"1929";"";"174351";"";"многопрофильное медицинское обслуживание; ";""
"0045550";"государственная";"ОЛЕНЕГОРСКАЯ ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"";"";"184530, Россия, Мурманская обл., г. Оленегорск, ул. Комсомола, 1";"Андреева Евгения Викторовна";"(81552) 5-11-00, 5-72-14";"";"ol_dantist@monch.mels.ru";"";"";"";"184530";"";"лечение стоматологических заболеваний; ";""
"0045525";"государственная";"ОЛЕНЕГОРСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА";"";"";"184530, Россия, Мурманская обл., г. Оленегорск, ул. Строительная, 20";"Сновская Татьяна Константиновна";"(81552) 5-11-08, 5-22-08, 5-29-54";"";"er@monch.mels.ru";"ocgb.ru";"";"";"184530";"";"многопрофильное медицинское обслуживание; ";""
"0008192";"муниципальная";"ОЛОНЕЦКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"186000, Республика Карелия, г. Олонец, ул. К.Либкнехта, 34";"Бачкове Геннадий Васильевич";"(81436) 2-18-07, 2-19-05";"(81436) 2-18-07";"crb@onego.ru";"";"1993";"";"186000";"";"многопрофильное медицинское обслуживание; ";""
"0047053";"частная";"""ОНА"" МЕДИЦИНСКОЕ ОБЪЕДИНЕНИЕ (ООО)";"";"";"190013, Россия, г. Санкт-Петербург, наб. р. Фонтанки, 110, лит. Б, офис 8Н";"";"(812) 320-65-33";"(812) 317-81-58";"ona-klinik@yandex.ru";"";"";"";"190013";"";"лечение стоматологических заболеваний; ";""
"0047055";"частная";"""ОНА"" ЦЕНТР МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИИ (ООО)";"";"";"198255, Россия, г. Санкт-Петербург, просп. Ветеранов, 56, лит. А";"";"(812) 756-88-35";"(812) 756-86-92";"centermrtona@yandex.ru";"";"";"";"198255";"";"компьютерная и магнитно-резонансная томография; ";""
"0001937";"частная";"""ОНЕГОМЕД"" АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ";"ОНЕЖСКИЙ ТРАКТОРНЫЙ ЗАВОД (ОАО)";"";"185003, Республика Карелия, г. Петрозаводск, Лососинская наб., 9";"Романов Александр Борисович";"(8142) 57-23-12, 27-27-07, 27-27-08";"(8142) 57-23-12";"";"";"1996";"";"185003";"";"лечение стоматологических заболеваний; лечение сердечно-сосудистых заболеваний; лечение гинекологических заболеваний; лечение психоневрологических заболеваний; лечение наркологических заболеваний; лечение офтальмологических заболеваний; ";""
"0001869";"муниципальная";"ОНЕЖСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"164840, Россия, Архангельская обл., г. Онега, просп. Ленина, 80";"";"(81839) 2-25-60, 7-22-54";"(81839) 2-25-60";"onegacrb@atnet.ru";"";"";"";"164840";"";"многопрофильное медицинское обслуживание; ";""
"0042135";"частная";"""ОНИКА"" ЛЕЧЕБНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР";"";"";"196608, Россия, г. Санкт-Петербург, Пушкин, ул. Школьная, 23-а";"Михайличенко Ольга Николаевна";"(812) 451-90-08";"(812) 451-90-08";"";"";"1995";"";"196608";"";"многопрофильное медицинское обслуживание; ";""
"0013366";"государственная";"ОНКОЛОГИЧЕСКАЯ БОЛЬНИЦА";"ДЕПАРТАМЕНТ ЗДРАВООХРАНЕНИЯ";"";"160000, Россия, г. Вологда, Советский просп., 100";"";"(8172) 75-30-37";"";"";"";"1962";"120";"160000";"";"диагностика и лечение; комплексное диагностическое обследование; лечение онкологических заболеваний; ";""
"0046989";"государственная";"ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР МОСКОВСКОГО РАЙОНА";"МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";"";"196247, Россия, г. Санкт-Петербург, Новоизмайловский просп., 77";"";"(812) 374-12-16";"(812) 374-12-16";"onkdmsk@zdrav.spb.ru";"";"";"";"196247";"";"лечение онкологических заболеваний; ";""
"0005079";"государственная";"ОНКОЛОГИЧЕСКОЕ ОТДЕЛЕНИЕ (ПОЛИКЛИНИЧЕСКОЕ ОТДЕЛЕНИЕ №2)";"ПОЛИКЛИНИКА №3";"";"199053, Россия, г. Санкт-Петербург, Васильевский о-в, 3-я линия, 50";"Токарева Елена Тимофеевна";"(812) 323-39-38, 328-44-76, 323-31-31, 323-31-49";"(812) 323-31-39";"";"";"1970";"";"199053";"";"лечение онкологических заболеваний; ";""
"0001087";"государственная";"ОНКОЛОГИЧЕСКОЕ ОТДЕЛЕНИЕ";"ПОЛИКЛИНИЧЕСКОЕ ОТДЕЛЕНИЕ №15";"";"194214, Россия, г. Санкт-Петербург, Удельный просп., 22";"Лившиц Семен Борисович";"(812) 554-00-19";"(812) 554-00-19";"";"";"1979";"";"194214";"";"лечение онкологических заболеваний; ";""
"0013194";"государственная";"ОПОРНО-ЭКСПЕРИМЕНТАЛЬНЫЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР для ДЕТЕЙ с ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ";"";"";"163060, Россия, г. Архангельск, ул. Урицкого, 51, корп. 1";"Богданова Ольга Константиновна";"(8182) 29-43-91, 29-43-92";"(8182) 29-43-91";"";"www.arhcentr.ru";"";"";"163060";"";"лечение заболеваний опорно-двигательного аппарата у детей; реабилитационное лечение; ";""
"0017636";"муниципальная";"ОПОЧЕЦКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"182330, Россия, Псковская обл., г. Опочка, ул. Гагарина, 65-а";"";"(81138) 2-28-89, 2-20-03";"(81138) 3-49-79";"stepan238@ellink.ru";"";"";"";"182330";"";"многопрофильное медицинское обслуживание; ";""
"0028773";"частная";"""ОПТИК-НОРД"" ЦЕНТР КОРРЕКЦИИ ЗРЕНИЯ (ООО)";"";"";"184602, Россия, Мурманская обл., г. Североморск, ул. Гаджиева, 1, офис 5";"Цанько Наталия Владимировна";"(81537) 4-17-73";"(81537) 4-17-73";"";"";"2000";"";"184602";"";"лечение офтальмологических заболеваний; ";""
"0005055";"частная";"""ОРТОЛЮКС"" ЦЕНТР РЕАБИЛИТАЦИИ ИНВАЛИДОВ";"ГОРОДСКОЕ ОБЩЕСТВО КРАСНОГО КРЕСТА";"";"197101, Россия, г. Санкт-Петербург, Петроградская сторона, Большой просп., 51/9";"Забелин Леонид Павлович";"(812) 232-90-40";"(812) 232-90-40";"";"";"1987";"";"197101";"производственная деятельность; стельки ортопедические; ";"реабилитационное лечение; протезирование конечностей; ";""
"0037205";"информация не предоставлена";"""ОСОБЫЙ РЕБЕНОК"" КАЛИНИНГРАДСКИЙ ОБЛАСТНОЙ ЦЕНТР РЕАБИЛИТАЦИИ и КОРРЕКЦИИ для ДЕТЕЙ с ПРОБЛЕМАМИ в РАЗВИТИИ";"";"";"236040, Россия, г. Калининград, ул. Подполковника Иванникова, 3";"";"(4012) 43-09-96";"";"";"";"";"";"236040";"";"реабилитационное лечение; ";""
"0017637";"муниципальная";"ОСТРОВСКАЯ СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"181350, Россия, Псковская обл., г. Остров, ул. К.Маркса, 10";"";"(81152) 2-23-34, 3-28-86";"(81152) 3-27-47";"ostrovcrb@ellink.ru";"";"";"";"181350";"";"скорая неотложная медицинская помощь; ";""
"0008945";"государственная";"ОТДЕЛ ЗДРАВООХРАНЕНИЯ";"АДМИНИСТРАЦИЯ ПРИМОРСКОГО РАЙОНА";"";"197342, Россия, г. Санкт-Петербург, ул. Новосибирская, 7";"Боричева Людмила Михайловна";"(812) 492-19-88, 492-03-97";"(812) 492-19-88";"";"";"1960";"";"197342";"";"многопрофильное медицинское обслуживание; ";""
"0000944";"государственная";"ОТДЕЛ РЕСПИРАТОРНЫХ ВИРУСНЫХ ИНФЕКЦИОННЫХ ЗАБОЛЕВАНИЙ у ДЕТЕЙ";"НИИ ГРИППА";"";"197376, Россия, г. Санкт-Петербург, ул. Профессора Попова, 15/17, корп. 1";"Киселев Олег Иванович";"(812) 234-61-95, 234-62-08";"(812) 234-61-95, 234-49-08";"child@influenza.spb.ru";"www.influenza.spb.ru";"1980";"";"197376";"";"лечение педиатрических заболеваний; лечение инфекционных заболеваний; ";""
"0005078";"государственная";"ОТДЕЛ ЭКСПЕРТИЗЫ ПОТЕРПЕВШИХ, ОБВИНЯЕМЫХ и ДРУГИХ ЛИЦ";"БЮРО СУДЕБНО-МЕДИЦИНСКОЙ ЭКСПЕРТИЗЫ";"";"195067, Россия, г. Санкт-Петербург, Екатерининский просп., 10";"Яковенко Ольга Олеговна";"(812) 544-80-34, 544-17-17, 543-04-59, 545-02-97, 545-02-48, 544-84-57";"(812) 545-03-40";"sudmed@zdrav.spb.ru";"";"1736";"";"195067";"";"судебно-медицинская экспертиза; ";""
"0046979";"государственная";"ОТДЕЛЕНИЕ №3 ЖЕНСКОЙ КОНСУЛЬТАЦИИ №22";"";"";"194223, Россия, г. Санкт-Петербург, ул. Орбели, 12";"";"(812) 550-44-85";"";"";"";"";"";"194223";"";"лечение гинекологических заболеваний; ";""
"0001196";"государственная";"ОТДЕЛЕНИЕ №3";"КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР №11";"";"191025, Россия, г. Санкт-Петербург, ул. Стремянная, 4";"Звездочкина Ирина Витальевна";"(812) 764-43-29, 713-12-94, 275-17-84";"(812) 764-43-29";"";"";"1952";"";"191025";"услуги косметических кабинетов; ";"диагностика и лечение; лечение кожно-венерических заболеваний; ";""
"0046980";"государственная";"ОТДЕЛЕНИЕ №4 ЖЕНСКОЙ КОНСУЛЬТАЦИИ №22";"";"";"194358, Россия, г. Санкт-Петербург, просп. Просвещения, 30, корп. 3";"";"(812) 497-65-51";"";"";"";"";"";"194358";"";"лечение гинекологических заболеваний; ";""
"0037035";"государственная";"ОТДЕЛЕНИЕ АНЕСТЕЗИОЛОГИИ-РЕАНИМАТОЛОГИИ с ПАЛАТАМИ ИНТЕНСИВНОЙ ТЕРАПИИ";"";"";"238530, Россия, Калининградская обл., г. Зеленоградск, ул. Лесопарковая, 1";"Степаницкая Индира Андреевна";"(40150) 3-20-58";"";"";"";"1988";"";"238530";"";"скорая реанимационная медицинская помощь; ";""
"0000968";"государственная";"ОТДЕЛЕНИЕ ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ ДЕТЕЙ";"КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР №85";"";"198152, Россия, г. Санкт-Петербург, ул. Краснопутиловская, 7";"Ильичева Галина Николаевна";"(812) 784-64-09";"";"dc85@zdrav.spb.ru";"mrtkdc-85.ru";"1989";"15";"198152";"";"рентгенодиагностика; лечение педиатрических заболеваний; реабилитационное лечение; ";""
"0003416";"федеральная";"ОТДЕЛЕНИЕ ДЕТСКИХ БОЛЕЗНЕЙ №3";"САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ ПЕДИАТРИЧЕСКАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ";"";"194100, Россия, г. Санкт-Петербург, ул. Литовская, 2";"Калашникова Ольга Валерьевна";"(812) 542-64-85, 295-51-76";"(812) 542-80-14";"spb@gpma.ru";"www.gpma.ru";"1936";"60";"194100";"";"диагностика и лечение; комплексное диагностическое обследование; многопрофильное медицинское обслуживание; ";""
"0004336";"государственная";"ОТДЕЛЕНИЕ ЛИПИДНОГО ОБМЕНА";"НИИ ЭКСПЕРИМЕНТАЛЬНОЙ МЕДИЦИНЫ";"";"197198, Россия, г. Санкт-Петербург, Петроградская сторона, Малый просп., 13";"Шаповал Галина Александровна";"(812) 230-97-65, 237-10-11";"(812) 237-10-11";"";"";"1993";"50";"197198";"";"медицинское обслуживание; ";""
"0004366";"государственная";"ОТДЕЛЕНИЕ ЛУЧЕВОЙ ДИАГНОСТИКИ";"ГОРОДСКОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР";"";"196158, Россия, г. Санкт-Петербург, ул. Звездная, 12";"Жемков Владимир Филиппович";"(812) 726-92-60, 726-92-80";"(812) 726-72-76";"";"";"1975";"";"196158";"";"радиоизотопная диагностика; УЗИ-диагностика; медицинская компьютерная диагностика; ";""
"0004343";"государственная";"ОТДЕЛЕНИЕ НЕЙРОХИРУРГИИ";"БОЛЬНИЦА СВЯТОЙ ПРЕПОДОБНОМУЧЕНИЦЫ ЕЛИЗАВЕТЫ";"";"195257, Россия, г. Санкт-Петербург, ул. Вавиловых, 14";"Бокин Вячеслав Дмитриевич";"(812) 555-56-69, 556-77-22, 555-08-69, 555-05-55, 555-13-25";"(812) 555-57-73";"eli_hosp@mail.ru";"";"1982";"90";"195257";"";"медицинское обслуживание; ";""
"0036844";"государственная";"ОТДЕЛЕНИЕ ПЛАНИРОВАНИЯ СЕМЬИ и РЕПРОДУКЦИИ";"";"";"182100, Россия, Псковская обл., г. Великие Луки, ул. Дружбы, 27/42";"Лукина Ольга Вениаминовна";"(81153) 9-57-18";"(81153) 9-57-18";"";"";"1994";"";"182100";"";"лечение мужского и женского бесплодия; ";""
"0020659";"федеральная";"ОТДЕЛЕНИЕ ПЛАТНЫХ УСЛУГ";"МЕДСАНЧАСТЬ №144 ОБУХОВСКОГО ЗАВОДА";"";"192012, Россия, г. Санкт-Петербург, просп. Обуховской обороны, 271";"Чернова Евгения Ивановна";"(812) 267-66-95, 267-61-79";"(812) 267-66-95, 267-61-79";"";"";"1978";"";"192012";"";"диагностика и лечение; медицинское обслуживание; ";""
"0004887";"государственная";"ОТДЕЛЕНИЕ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ №1";"ГОРОДСКАЯ ПОЛИКЛИНИКА №114 ПРИМОРСКОГО РАЙОНА";"";"197228, Россия, г. Санкт-Петербург, ул. Дибуновская, 28";"Вакуленко Елена Владимировна";"(812) 430-20-01, 430-89-76";"(812) 430-95-81";"";"";"1990";"";"197228";"";"скорая неотложная медицинская помощь; ";""
"0004743";"государственная";"ОТДЕЛЕНИЕ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ №3";"ПОЛИКЛИНИКА №114 ПРИМОРСКОГО РАЙОНА";"";"197343, Россия, г. Санкт-Петербург, ул. Ланская, 8";"Сальников Сергей Юрьевич";"(812) 492-48-27, 492-20-00, 492-34-99";"(812) 492-34-99";"";"";"1988";"";"197343";"";"скорая неотложная медицинская помощь; ";""
"0004494";"государственная";"ОТДЕЛЕНИЕ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"ПОЛИКЛИНИКА №4 ВАСИЛЕОСТРОВСКОГО РАЙОНА";"";"199178, Россия, г. Санкт-Петербург, Васильевский о-в, 13-я линия, 16";"Давыдов Александр Сергеевич";"(812) 323-02-62, 323-38-23";"(812) 323-68-77";"";"";"1990";"";"199178";"";"скорая неотложная медицинская помощь; ";""
"0004526";"государственная";"ОТДЕЛЕНИЕ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"ГОРОДСКАЯ ПОЛИКЛИНИКА №14 (ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ)";"";"194044, Россия, г. Санкт-Петербург, 2-й Муринский просп., 35";"Коваленко Валентина Анатольевна";"(812) 550-24-92, 550-24-60, 550-24-67";"(812) 550-22-59";"";"";"1950";"";"194044";"";"скорая неотложная медицинская помощь; ";""
"0004763";"государственная";"ОТДЕЛЕНИЕ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"ПОЛИКЛИНИКА №37";"";"191186, Россия, г. Санкт-Петербург, ул. Гороховая, 6";"Черевков Владимир Николаевич";"(812) 315-21-85, 595-44-40";"(812) 315-21-85";"";"";"1970";"";"191186";"";"скорая неотложная медицинская помощь; ";""
"0004862";"государственная";"ОТДЕЛЕНИЕ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"ПОЛИКЛИНИКА №32";"";"197376, Россия, г. Санкт-Петербург, Аптекарский просп., 12";"Козлова Евгения Евгеньевна";"(812) 234-61-71, 234-61-60, 234-11-89";"(812) 234-11-89";"";"";"1990";"";"197376";"";"скорая неотложная медицинская помощь; ";""
"0022302";"государственная";"ОТДЕЛЕНИЕ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"ГОРОДСКАЯ ПОЛИКЛИНИКА №24";"";"190103, Россия, г. Санкт-Петербург, пр. Рижский, 21";"Ермолина Марина Николаевна";"(812) 251-04-60, 251-20-24";"(812) 316-16-55";"";"";"1985";"";"190103";"";"скорая неотложная медицинская помощь; ";""
"0000980";"государственная";"ОТДЕЛЕНИЕ СКОРОЙ ПОМОЩИ";"ГОРОДСКАЯ ПОЛИКЛИНИКА №54";"";"195221, Россия, г. Санкт-Петербург, пр. Пискаревский, 12, корп. 2";"Терещенков Николай Николаевич";"(812) 225-15-20, 540-70-05";"(812) 540-70-07";"";"";"2001";"";"195221";"";"скорая неотложная медицинская помощь; ";""
"0022357";"государственная";"ОТДЕЛЕНИЕ СКОРОЙ ПОМОЩИ";"";"";"238725, Россия, Калининградская обл., г. Советск, ул. Революции, 2";"";"(40161) 3-68-23";"";"";"";"";"";"238725";"";"многопрофильное медицинское обслуживание; ";""
"0037536";"информация не предоставлена";"ОТДЕЛЕНЧЕСКАЯ БОЛЬНИЦА ст. ""ВОЛОГДА""";"СЕВЕРНАЯ Ж.Д.";"";"160000, Россия, г. Вологда, ул. Челюскинцев, 48";"";"(8172) 79-63-23";"";"";"";"";"";"160000";"";"многопрофильное медицинское обслуживание; ";""
"0001840";"акционерная";"ОТДЕЛЕНЧЕСКАЯ БОЛЬНИЦА ст. ""ИСАКОГОРКА""";"ОАО ""РЖД""";"";"163039, Россия, г. Архангельск, ул. Тяговая, 50";"";"(8182) 46-59-08, 67-44-73";"(8182) 63-44-80";"rjd@atnet.ru";"";"";"";"163039";"";"многопрофильное медицинское обслуживание; ";""
"0002499";"муниципальная";"ОТДЕЛЕНЧЕСКАЯ БОЛЬНИЦА ст. ""СОСНОГОРСК""";"ОАО ""РЖД""";"";"169500, Республика Коми, г. Сосногорск, ул. Герцена, 1";"Магомедов Александр Тимербекович";"(82149) 3-22-27, 3-28-45";"(82149) 3-28-45";"sosnoqrjd@yandex.ru";"";"";"";"169500";"";"многопрофильное медицинское обслуживание; ";""
"0002441";"акционерная";"ОТДЕЛЕНЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ст. ""ПЕТРОЗАВОДСК""";"ОАО ""РЖД""";"";"185001, Республика Карелия, г. Петрозаводск, Первомайский просп., 17";"";"(8142) 71-45-61, 71-46-56";"(8142) 71-46-56";"lpu@onego.ru";"";"1946";"210";"185001";"";"многопрофильное медицинское обслуживание; ";""
"0002437";"акционерная";"ОТДЕЛЕНЧЕСКАЯ ПОЛИКЛИНИКА ст. ""ПСКОВ""";"ОАО ""РЖД""";"";"180004, Россия, г. Псков, ст. Псков-Товарный, 2";"";"(8112) 70-64-30, 70-63-53";"(8112) 70-64-36";"pskbol_harchenko@psk.orw.rzd";"";"";"";"180004";"";"многопрофильное медицинское обслуживание; ";""
"0033515";"акционерная";"ОТДЕЛЕНЧЕСКАЯ ПОЛИКЛИНИКА ст. ""СОЛЬВЫЧЕГОДСК""";"ОАО ""РЖД""";"";"165340, Россия, Архангельская обл., г. Котлас, п. Вычегодский, ул. Ленина, 17";"";"(81837) 6-59-06, 6-38-13";"(81837) 6-59-81";"nuzops@atnet.ru";"";"";"";"165340";"";"многопрофильное медицинское обслуживание; ";""
"0026893";"государственная";"""ОТРАДНОЕ"" ДЕТСКИЙ ПУЛЬМОНОЛОГИЧЕСКИЙ САНАТОРИЙ";"";"";"238560, Россия, Калининградская обл., г. Светлогорск, Калининградский просп., 74";"Локтин Родион Юрьевич";"(40153) 2-11-25";"";"san-otradnoe@mail.ru";"www.kurort-otradnoe.ru";"";"";"238560";"";"санаторное лечение заболеваний органов дыхания; ";""
"0010580";"информация не предоставлена";"""ОТРАДНОЕ"" САНАТОРИЙ";"";"";"238545, Россия, Калининградская обл., г. Светлогорск, Калининградский просп., 99-а";"";"(40153) 2-12-04, 2-11-38, 2-11-76, 3-32-58, 3-32-23, 3-31-05";"(40153) 3-32-58, 3-32-23";"";"";"";"316";"238545";"";"санаторно-курортное обслуживание; лечебно-оздоровительные мероприятия; ";""
"0033447";"частная";"""ОЧАРОВАНИЕ"" САЛОН ЛЕЧЕБНОЙ КОСМЕТОЛОГИИ (ООО)";"";"";"185035, Республика Карелия, г. Петрозаводск, просп. Ленина, 3";"Артемьева Елена Семеновна";"(8142) 78-54-59";"(8142) 78-54-59";"ocharovanie@sampa.ru";"";"1993";"";"185035";"";"косметологическое лечебное обслуживание; ";""
"0011810";"частная";"""ПАКС"" ГОРОДСКОЙ ПАРОДОНТОЛОГИЧЕСКИЙ ЦЕНТР (ЗАО)";"";"";"197198, Россия, г. Санкт-Петербург, просп. Добролюбова, 27";"Кудрявцева Татьяна Васильевна";"(812) 347-46-49, 498-19-58";"(812) 498-19-58";"";"";"1991";"";"197198";"";"лечение стоматологических заболеваний; протезирование зубов; отбеливание зубов; хирургическая стоматология; ";""
"0017638";"муниципальная";"ПАЛКИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"181270, Россия, Псковская обл., п. Палкино, ул. Строителей, 14";"";"(81145) 2-15-60, 2-15-69";"(81145) 2-15-60";"medplk@ellink.ru";"";"";"";"181270";"";"многопрофильное медицинское обслуживание; ";""
"0003371";"муниципальная";"ПАНКРЕОХИРУРГИЧЕСКАЯ КЛИНИКА";"";"";"192242, Россия, г. Санкт-Петербург, ул. Будапештская, 3/5";"Гольцов Валерий Ремирович";"(812) 709-61-02, 709-60-92";"(812) 774-86-75, 709-61-00";"niisp@emergency.ru";"www.emergency.spb.ru";"1964";"30";"192242";"подготовка и переподготовка специалистов; ";"диагностика и лечение; исследования и разработки новых методов лечения; ";""
"0005076";"федеральная";"ПАРАЗИТОЛОГИЧЕСКОЕ ОТДЕЛЕНИЕ ФИЛИАЛА ЦЕНТРА ГИГИЕНЫ и ЭПИДЕМИОЛОГИИ №4";"";"";"191028, Россия, г. Санкт-Петербург, ул. Моховая, 11";"Богданов Халим Усманович";"(812) 273-31-05, 272-44-09";"(812) 273-59-52, 272-44-09";"cent_reg@mail.ru";"";"2005";"";"191028";"";"санитарный надзор; ";""
"0037539";"информация не предоставлена";"""ПАРАЦЕЛЬС"" МЕДИЦИНСКИЙ ЦЕНТР";"";"";"162600, Россия, Вологодская обл., г. Череповец, просп. Победы, 92";"";"(8202) 50-18-10";"";"";"";"";"";"162600";"";"медицинское обслуживание; ";""
"0008618";"муниципальная";"ПАРФИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"175130, Россия, Новгородская обл., п. Парфино, ул. Рабочая, 18";"";"(81650) 6-13-30, 6-15-93";"(81650) 6-13-30";"parfinocrb@mail.ru";"";"1946";"";"175130";"";"многопрофильное медицинское обслуживание; ";""
"0037111";"информация не предоставлена";"ПАТОЛОГОАНАТОМИЧЕСКОЕ ОТДЕЛЕНИЕ";"ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА";"";"238725, Россия, Калининградская обл., г. Советск, ул. Чапаева, 6";"";"(40161) 3-65-72";"";"";"";"";"";"238725";"";"медицинское обслуживание; ";""
"0003415";"федеральная";"ПЕДИАТРИЧЕСКОЕ ОТДЕЛЕНИЕ №1";"САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ ПЕДИАТРИЧЕСКАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ";"";"194100, Россия, г. Санкт-Петербург, ул. Литовская, 2";"Карпова Татьяна Викторовна";"(812) 542-86-82";"(812) 542-80-14";"spb@gpma.ru";"www.gpma.ru";"1925";"60";"194100";"";"диагностика и лечение; лечение нефрологических заболеваний; ";""
"0003417";"федеральная";"ПЕДИАТРИЧЕСКОЕ ОТДЕЛЕНИЕ №2";"САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ ПЕДИАТРИЧЕСКАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ";"";"194100, Россия, г. Санкт-Петербург, ул. Литовская, 2";"Пешехонова Юлия Владимировна";"(812) 542-57-18, 245-50-98";"(812) 542-80-14";"spb@gpma.ru";"www.gpma.ru";"1925";"66";"194100";"";"диагностика и лечение; комплексное диагностическое обследование; лечение заболеваний органов дыхания; ";""
"0003414";"федеральная";"ПЕДИАТРИЧЕСКОЕ ОТДЕЛЕНИЕ №4";"САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ ПЕДИАТРИЧЕСКАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ";"";"194100, Россия, г. Санкт-Петербург, ул. Литовская, 2";"Ревнова Мария Олеговна";"(812) 542-80-14, 542-55-33";"(812) 542-80-14";"revnoff@mail.ru; sbp@gpma.ru";"www.gpma.ru";"1936";"60";"194100";"";"диагностика и лечение; исследования и разработки новых методов лечения; лечение гастроэнтерологических заболеваний; лечение эндокринологических заболеваний; лечение педиатрических заболеваний; ";""
